Project,Set,File,# of Cells,Total Cell Area,Tissue Area,Normalized (Cell/Tissue)
Ki672,set,196987_1054.tif,4,6340,247462,0.02562
Ki672,set,196987_1055.tif,1,1181.5,20767,0.0568931
Ki672,set,196987_1056.tif,0,0,13615,0
Ki672,set,196987_1057.tif,0,0,42602.5,0
Ki672,set,196987_1058.tif,1,1043,266452,0.00391441
Ki672,set,196987_1059.tif,0,0,24508,0
Ki672,set,196987_106.tif,0,0,823,0
Ki672,set,196987_1060.tif,0,0,10595.5,0
Ki672,set,196987_1061.tif,0,0,41245.5,0
Ki672,set,196987_1062.tif,0,0,137218,0
Ki672,set,196987_1063.tif,3,3210,283818,0.01131
Ki672,set,196987_1064.tif,0,0,211024,0
Ki672,set,196987_1065.tif,0,0,54937.5,0
Ki672,set,196987_1066.tif,0,0,48846.5,0
Ki672,set,196987_1067.tif,0,0,23430,0
Ki672,set,196987_1068.tif,0,0,59533,0
Ki672,set,196987_1069.tif,0,0,92279.5,0
Ki672,set,196987_107.tif,0,0,1878,0
Ki672,set,196987_1070.tif,1,1678,126714,0.0132424
Ki672,set,196987_1071.tif,1,1141,72114.5,0.0158221
Ki672,set,196987_1072.tif,0,0,34764.5,0
Ki672,set,196987_1073.tif,1,1643,101112,0.0162493
Ki672,set,196987_1074.tif,0,0,46284,0
Ki672,set,196987_1075.tif,1,1255.5,35520,0.0353463
Ki672,set,196987_1076.tif,3,3991.5,92723.5,0.0430473
Ki672,set,196987_1077.tif,0,0,59047.5,0
Ki672,set,196987_1078.tif,0,0,95612,0
Ki672,set,196987_1079.tif,0,0,58321,0
Ki672,set,196987_108.tif,0,0,28,0
Ki672,set,196987_1080.tif,0,0,84501.5,0
Ki672,set,196987_1081.tif,9,15321,339694,0.0451024
Ki672,set,196987_1082.tif,6,9726,326594,0.0297801
Ki672,set,196987_1083.tif,0,0,309001,0
Ki672,set,196987_1084.tif,1,1116,128224,0.00870355
Ki672,set,196987_1085.tif,1,1056.5,141181,0.0074833
Ki672,set,196987_1086.tif,0,0,187670,0
Ki672,set,196987_1087.tif,0,0,120608,0
Ki672,set,196987_1088.tif,0,0,54719,0
Ki672,set,196987_1089.tif,3,3536.5,200320,0.0176543
Ki672,set,196987_109.tif,0,0,245027,0
Ki672,set,196987_1090.tif,0,0,102115,0
Ki672,set,196987_1091.tif,0,0,29434,0
Ki672,set,196987_1092.tif,3,3813.5,309392,0.0123258
Ki672,set,196987_1093.tif,0,0,165740,0
Ki672,set,196987_1094.tif,0,0,33324,0
Ki672,set,196987_1095.tif,0,0,112413,0
Ki672,set,196987_1096.tif,0,0,92068.5,0
Ki672,set,196987_1097.tif,0,0,138126,0
Ki672,set,196987_1098.tif,0,0,136874,0
Ki672,set,196987_1099.tif,1,1310.5,148706,0.00881272
Ki672,set,196987_110.tif,0,0,84991.5,0
Ki672,set,196987_1100.tif,0,0,141788,0
Ki672,set,196987_1101.tif,0,0,114762,0
Ki672,set,196987_1102.tif,0,0,94071,0
Ki672,set,196987_1103.tif,0,0,99012,0
Ki672,set,196987_1104.tif,0,0,187640,0
Ki672,set,196987_1105.tif,0,0,466161,0
Ki672,set,196987_1106.tif,0,0,160156,0
Ki672,set,196987_1107.tif,0,0,101296,0
Ki672,set,196987_1108.tif,0,0,48005.5,0
Ki672,set,196987_1109.tif,0,0,19088,0
Ki672,set,196987_111.tif,0,0,7.5,0
Ki672,set,196987_1110.tif,0,0,0,0
Ki672,set,196987_1111.tif,0,0,250.5,0
Ki672,set,196987_1112.tif,0,0,316,0
Ki672,set,196987_1113.tif,0,0,0,0
Ki672,set,196987_1114.tif,0,0,6156,0
Ki672,set,196987_1115.tif,0,0,1491.5,0
Ki672,set,196987_1116.tif,0,0,1153,0
Ki672,set,196987_1117.tif,0,0,1017.5,0
Ki672,set,196987_1118.tif,0,0,0,0
Ki672,set,196987_1119.tif,0,0,333.5,0
Ki672,set,196987_112.tif,0,0,24059.5,0
Ki672,set,196987_1120.tif,0,0,65678.5,0
Ki672,set,196987_1121.tif,0,0,197316,0
Ki672,set,196987_1122.tif,2,2433.5,163994,0.014839
Ki672,set,196987_1123.tif,1,1070.5,182387,0.00586939
Ki672,set,196987_1124.tif,2,2420.5,312854,0.00773682
Ki672,set,196987_1125.tif,1,1255,250614,0.0050077
Ki672,set,196987_1126.tif,0,0,79542.5,0
Ki672,set,196987_1127.tif,2,4435,257476,0.0172249
Ki672,set,196987_1128.tif,1,1060.5,112604,0.00941792
Ki672,set,196987_1129.tif,2,2394.5,251670,0.00951446
Ki672,set,196987_113.tif,0,0,86766,0
Ki672,set,196987_1130.tif,1,1798.5,430804,0.00417475
Ki672,set,196987_1131.tif,6,8837,448722,0.0196937
Ki672,set,196987_1132.tif,1,1183.5,187700,0.00630529
Ki672,set,196987_1133.tif,1,1371.5,324625,0.00422488
Ki672,set,196987_1134.tif,0,0,0,0
Ki672,set,196987_1135.tif,0,0,1737.5,0
Ki672,set,196987_1136.tif,0,0,238004,0
Ki672,set,196987_1137.tif,2,2958.5,148051,0.019983
Ki672,set,196987_1138.tif,0,0,129628,0
Ki672,set,196987_1139.tif,0,0,108298,0
Ki672,set,196987_114.tif,0,0,27119,0
Ki672,set,196987_1140.tif,0,0,91468,0
Ki672,set,196987_1141.tif,0,0,117023,0
Ki672,set,196987_1142.tif,1,1235,190770,0.00647378
Ki672,set,196987_1143.tif,0,0,50493.5,0
Ki672,set,196987_1144.tif,0,0,5,0
Ki672,set,196987_1145.tif,0,0,0,0
Ki672,set,196987_1146.tif,0,0,0,0
Ki672,set,196987_1147.tif,0,0,10.5,0
Ki672,set,196987_1148.tif,0,0,70,0
Ki672,set,196987_115.tif,0,0,3630.5,0
Ki672,set,196987_116.tif,0,0,43957,0
Ki672,set,196987_117.tif,0,0,7591.5,0
Ki672,set,196987_118.tif,0,0,15726.5,0
Ki672,set,196987_119.tif,0,0,18854.5,0
Ki672,set,196987_120.tif,0,0,59222.5,0
Ki672,set,196987_121.tif,0,0,3327,0
Ki672,set,196987_122.tif,0,0,9085.5,0
Ki672,set,196987_123.tif,0,0,3552,0
Ki672,set,196987_124.tif,0,0,1624,0
Ki672,set,196987_125.tif,1,3040,53319.5,0.0570148
Ki672,set,196987_126.tif,0,0,19936,0
Ki672,set,196987_127.tif,4,6345,597628,0.010617
Ki672,set,196987_128.tif,3,4564,105400,0.0433019
Ki672,set,196987_129.tif,1,1104,195812,0.00563805
Ki672,set,196987_130.tif,5,8014.5,201664,0.0397418
Ki672,set,196987_131.tif,2,2715,57464,0.047247
Ki672,set,196987_132.tif,0,0,5934,0
Ki672,set,196987_133.tif,0,0,21759.5,0
Ki672,set,196987_134.tif,2,2467.5,334104,0.00738542
Ki672,set,196987_135.tif,0,0,28036.5,0
Ki672,set,196987_136.tif,0,0,12132.5,0
Ki672,set,196987_137.tif,0,0,36736.5,0
Ki672,set,196987_138.tif,1,1157,255266,0.00453253
Ki672,set,196987_139.tif,0,0,36965,0
Ki672,set,196987_140.tif,0,0,9527,0
Ki672,set,196987_141.tif,1,2034,22628,0.0898886
Ki672,set,196987_142.tif,0,0,12866,0
Ki672,set,196987_143.tif,1,1039.5,32376,0.0321071
Ki672,set,196987_144.tif,0,0,11439,0
Ki672,set,196987_145.tif,0,0,7560.5,0
Ki672,set,196987_146.tif,0,0,5489.5,0
Ki672,set,196987_147.tif,0,0,9818,0
Ki672,set,196987_148.tif,0,0,1663.5,0
Ki672,set,196987_149.tif,0,0,2653,0
Ki672,set,196987_150.tif,0,0,11866,0
Ki672,set,196987_151.tif,1,1314,17626,0.074549
Ki672,set,196987_152.tif,0,0,16777,0
Ki672,set,196987_153.tif,0,0,12448.5,0
Ki672,set,196987_154.tif,0,0,9017.5,0
Ki672,set,196987_155.tif,0,0,10797,0
Ki672,set,196987_156.tif,0,0,10791.5,0
Ki672,set,196987_157.tif,0,0,5971,0
Ki672,set,196987_158.tif,0,0,3532.5,0
Ki672,set,196987_159.tif,0,0,91617,0
Ki672,set,196987_160.tif,0,0,23715.5,0
Ki672,set,196987_161.tif,0,0,141821,0
Ki672,set,196987_162.tif,0,0,29822,0
Ki672,set,196987_163.tif,0,0,44684.5,0
Ki672,set,196987_164.tif,0,0,163694,0
Ki672,set,196987_165.tif,1,1496.5,38894.5,0.0384759
Ki672,set,196987_166.tif,0,0,562,0
Ki672,set,196987_167.tif,0,0,636.5,0
Ki672,set,196987_168.tif,0,0,0,0
Ki672,set,196987_169.tif,0,0,189,0
Ki672,set,196987_170.tif,0,0,501,0
Ki672,set,196987_171.tif,0,0,35114.5,0
Ki672,set,196987_172.tif,0,0,19601.5,0
Ki672,set,196987_173.tif,0,0,3321,0
Ki672,set,196987_174.tif,1,1268,23251,0.0545353
Ki672,set,196987_175.tif,0,0,92487,0
Ki672,set,196987_176.tif,0,0,19917.5,0
Ki672,set,196987_177.tif,0,0,17335.5,0
Ki672,set,196987_178.tif,0,0,101275,0
Ki672,set,196987_179.tif,0,0,27722,0
Ki672,set,196987_180.tif,0,0,3876.5,0
Ki672,set,196987_181.tif,0,0,27502,0
Ki672,set,196987_182.tif,0,0,7020,0
Ki672,set,196987_183.tif,3,4172.5,132472,0.0314973
Ki672,set,196987_184.tif,0,0,11672,0
Ki672,set,196987_185.tif,0,0,4678,0
Ki672,set,196987_186.tif,0,0,15218,0
Ki672,set,196987_187.tif,0,0,8499.5,0
Ki672,set,196987_188.tif,0,0,11794.5,0
Ki672,set,196987_189.tif,0,0,1443.5,0
Ki672,set,196987_190.tif,0,0,41177,0
Ki672,set,196987_191.tif,0,0,2877,0
Ki672,set,196987_192.tif,0,0,11480,0
Ki672,set,196987_193.tif,0,0,13446.5,0
Ki672,set,196987_194.tif,0,0,8496,0
Ki672,set,196987_195.tif,0,0,24142.5,0
Ki672,set,196987_196.tif,0,0,20462.5,0
Ki672,set,196987_197.tif,0,0,19105.5,0
Ki672,set,196987_198.tif,0,0,64588,0
Ki672,set,196987_199.tif,2,2213,132299,0.0167273
Ki672,set,196987_200.tif,8,15515.5,521626,0.0297445
Ki672,set,196987_201.tif,0,0,271492,0
Ki672,set,196987_202.tif,0,0,0,0
Ki672,set,196987_203.tif,0,0,11675,0
Ki672,set,196987_204.tif,0,0,258998,0
Ki672,set,196987_205.tif,4,6432,312608,0.0205753
Ki672,set,196987_206.tif,3,4275.5,136758,0.0312634
Ki672,set,196987_207.tif,2,2138.5,162615,0.0131507
Ki672,set,196987_208.tif,0,0,82579,0
Ki672,set,196987_209.tif,0,0,48370.5,0
Ki672,set,196987_210.tif,0,0,10300.5,0
Ki672,set,196987_211.tif,0,0,12099.5,0
Ki672,set,196987_212.tif,1,1418.5,63350,0.0223915
Ki672,set,196987_213.tif,0,0,14720,0
Ki672,set,196987_214.tif,0,0,4782,0
Ki672,set,196987_215.tif,0,0,2856.5,0
Ki672,set,196987_216.tif,1,1298,18136,0.0715704
Ki672,set,196987_217.tif,0,0,4394,0
Ki672,set,196987_218.tif,0,0,3939.5,0
Ki672,set,196987_219.tif,0,0,6381.5,0
Ki672,set,196987_220.tif,0,0,47066,0
Ki672,set,196987_221.tif,0,0,15315.5,0
Ki672,set,196987_222.tif,0,0,2309,0
Ki672,set,196987_223.tif,0,0,11133.5,0
Ki672,set,196987_224.tif,0,0,25655,0
Ki672,set,196987_225.tif,0,0,28532.5,0
Ki672,set,196987_226.tif,0,0,17443.5,0
Ki672,set,196987_227.tif,0,0,5272.5,0
Ki672,set,196987_228.tif,10,20726,642250,0.0322709
Ki672,set,196987_229.tif,26,47181,1498060,0.0314948
Ki672,set,196987_230.tif,5,9093,580216,0.0156718
Ki672,set,196987_231.tif,4,5350,303686,0.0176169
Ki672,set,196987_232.tif,0,0,13869,0
Ki672,set,196987_233.tif,0,0,118088,0
Ki672,set,196987_234.tif,0,0,0,0
Ki672,set,196987_235.tif,0,0,0,0
Ki672,set,196987_236.tif,4,8770.5,288679,0.0303815
Ki672,set,196987_237.tif,4,5362,611674,0.0087661
Ki672,set,196987_238.tif,0,0,234756,0
Ki672,set,196987_239.tif,14,27173.5,1253580,0.0216768
Ki672,set,196987_240.tif,7,8891.5,908420,0.00978787
Ki672,set,196987_241.tif,13,19500.5,809538,0.0240884
Ki672,set,196987_242.tif,5,10297,700738,0.0146945
Ki672,set,196987_243.tif,1,1068,55819.5,0.0191331
Ki672,set,196987_244.tif,0,0,17526.5,0
Ki672,set,196987_245.tif,1,1026,17674,0.0580514
Ki672,set,196987_246.tif,1,1256,24656,0.0509409
Ki672,set,196987_247.tif,0,0,12396.5,0
Ki672,set,196987_248.tif,0,0,11783,0
Ki672,set,196987_249.tif,0,0,4390.5,0
Ki672,set,196987_250.tif,0,0,5622.5,0
Ki672,set,196987_251.tif,1,1044.5,11763.5,0.0887916
Ki672,set,196987_252.tif,0,0,26945.5,0
Ki672,set,196987_253.tif,1,1180,24964,0.0472681
Ki672,set,196987_254.tif,0,0,24574.5,0
Ki672,set,196987_255.tif,0,0,19416.5,0
Ki672,set,196987_256.tif,0,0,12433.5,0
Ki672,set,196987_257.tif,1,1151,23574,0.048825
Ki672,set,196987_258.tif,0,0,22696,0
Ki672,set,196987_259.tif,4,5209.5,102564,0.0507927
Ki672,set,196987_260.tif,4,5681.5,88882.5,0.0639215
Ki672,set,196987_261.tif,2,2520.5,54628,0.0461393
Ki672,set,196987_262.tif,0,0,244756,0
Ki672,set,196987_263.tif,0,0,485496,0
Ki672,set,196987_264.tif,0,0,237300,0
Ki672,set,196987_265.tif,0,0,87244.5,0
Ki672,set,196987_266.tif,0,0,0,0
Ki672,set,196987_267.tif,0,0,0,0
Ki672,set,196987_268.tif,0,0,153306,0
Ki672,set,196987_269.tif,0,0,194064,0
Ki672,set,196987_270.tif,3,6611.5,169316,0.0390482
Ki672,set,196987_271.tif,0,0,40825,0
Ki672,set,196987_272.tif,0,0,16797,0
Ki672,set,196987_273.tif,0,0,95254,0
Ki672,set,196987_274.tif,0,0,20093.5,0
Ki672,set,196987_275.tif,1,1130.5,6033,0.187386
Ki672,set,196987_276.tif,0,0,4484.5,0
Ki672,set,196987_277.tif,0,0,6848.5,0
Ki672,set,196987_278.tif,0,0,4613.5,0
Ki672,set,196987_279.tif,0,0,3274.5,0
Ki672,set,196987_280.tif,0,0,8927.5,0
Ki672,set,196987_281.tif,0,0,10862.5,0
Ki672,set,196987_282.tif,0,0,87666.5,0
Ki672,set,196987_283.tif,0,0,13209.5,0
Ki672,set,196987_284.tif,5,11736.5,214586,0.0546938
Ki672,set,196987_285.tif,0,0,32694,0
Ki672,set,196987_286.tif,0,0,8369,0
Ki672,set,196987_287.tif,11,23100,647138,0.0356957
Ki672,set,196987_288.tif,2,2780,124924,0.0222536
Ki672,set,196987_289.tif,1,1977.5,101550,0.0194731
Ki672,set,196987_290.tif,0,0,10244.5,0
Ki672,set,196987_291.tif,0,0,262176,0
Ki672,set,196987_292.tif,2,2312,986654,0.00234327
Ki672,set,196987_293.tif,3,4301,994982,0.00432269
Ki672,set,196987_294.tif,0,0,45294.5,0
Ki672,set,196987_295.tif,0,0,97.5,0
Ki672,set,196987_296.tif,0,0,139691,0
Ki672,set,196987_297.tif,3,3619,241515,0.0149846
Ki672,set,196987_298.tif,3,4157,349060,0.0119091
Ki672,set,196987_299.tif,1,2018.5,100619,0.0200608
Ki672,set,196987_300.tif,0,0,37756,0
Ki672,set,196987_301.tif,0,0,49567,0
Ki672,set,196987_302.tif,0,0,185196,0
Ki672,set,196987_303.tif,25,53608.5,752448,0.0712455
Ki672,set,196987_304.tif,0,0,5462,0
Ki672,set,196987_305.tif,0,0,3686,0
Ki672,set,196987_306.tif,3,4174.5,130704,0.0319385
Ki672,set,196987_307.tif,15,30250.5,351578,0.0860421
Ki672,set,196987_308.tif,2,4037.5,43769,0.0922457
Ki672,set,196987_309.tif,0,0,3543.5,0
Ki672,set,196987_310.tif,0,0,7175.5,0
Ki672,set,196987_311.tif,0,0,21670,0
Ki672,set,196987_312.tif,0,0,39160,0
Ki672,set,196987_313.tif,2,2852,31150.5,0.0915555
Ki672,set,196987_314.tif,0,0,20205.5,0
Ki672,set,196987_315.tif,2,3068,64912,0.047264
Ki672,set,196987_316.tif,2,4175,58228,0.0717009
Ki672,set,196987_317.tif,0,0,17877,0
Ki672,set,196987_318.tif,6,8451,120070,0.0703839
Ki672,set,196987_319.tif,1,1235,97135.5,0.0127142
Ki672,set,196987_320.tif,0,0,241788,0
Ki672,set,196987_321.tif,2,2222,224948,0.00987784
Ki672,set,196987_322.tif,1,1092.5,443130,0.00246541
Ki672,set,196987_323.tif,2,3306.5,116111,0.0284771
Ki672,set,196987_324.tif,3,4976,286876,0.0173455
Ki672,set,196987_325.tif,4,4669,280786,0.0166283
Ki672,set,196987_326.tif,3,3730,302970,0.0123115
Ki672,set,196987_327.tif,1,1574,125858,0.0125062
Ki672,set,196987_328.tif,2,2680.5,116130,0.023082
Ki672,set,196987_329.tif,0,0,19419,0
Ki672,set,196987_330.tif,2,2234.5,111144,0.0201045
Ki672,set,196987_331.tif,9,11899.5,180716,0.0658462
Ki672,set,196987_332.tif,0,0,11580.5,0
Ki672,set,196987_333.tif,0,0,10928.5,0
Ki672,set,196987_334.tif,0,0,13892,0
Ki672,set,196987_335.tif,2,2441,65007,0.0375498
Ki672,set,196987_336.tif,1,2099.5,82251.5,0.0255254
Ki672,set,196987_337.tif,1,2314.5,42402,0.0545847
Ki672,set,196987_338.tif,0,0,89925,0
Ki672,set,196987_339.tif,0,0,21151.5,0
Ki672,set,196987_340.tif,0,0,27086,0
Ki672,set,196987_341.tif,2,2670,32552.5,0.0820213
Ki672,set,196987_342.tif,1,1599,122970,0.0130032
Ki672,set,196987_343.tif,0,0,106874,0
Ki672,set,196987_344.tif,1,1166.5,162382,0.0071837
Ki672,set,196987_345.tif,0,0,47631.5,0
Ki672,set,196987_346.tif,3,3477.5,214424,0.0162179
Ki672,set,196987_347.tif,2,2480,104162,0.0238091
Ki672,set,196987_348.tif,0,0,92133.5,0
Ki672,set,196987_349.tif,0,0,665.5,0
Ki672,set,196987_350.tif,0,0,78975.5,0
Ki672,set,196987_351.tif,0,0,0,0
Ki672,set,196987_352.tif,0,0,18239,0
Ki672,set,196987_353.tif,0,0,3596.5,0
Ki672,set,196987_354.tif,0,0,20013.5,0
Ki672,set,196987_355.tif,0,0,35699.5,0
Ki672,set,196987_356.tif,0,0,23754,0
Ki672,set,196987_357.tif,0,0,0,0
Ki672,set,196987_359.tif,0,0,121306,0
Ki672,set,196987_360.tif,2,2413.5,58096,0.0415433
Ki672,set,196987_361.tif,1,1033.5,79976,0.0129226
Ki672,set,196987_362.tif,1,1320,21883.5,0.0603194
Ki672,set,196987_363.tif,0,0,16951,0
Ki672,set,196987_364.tif,0,0,53696.5,0
Ki672,set,196987_365.tif,1,1413,23085.5,0.0612072
Ki672,set,196987_366.tif,1,1222,21278,0.0574302
Ki672,set,196987_367.tif,0,0,6550.5,0
Ki672,set,196987_368.tif,0,0,12082,0
Ki672,set,196987_369.tif,0,0,37836,0
Ki672,set,196987_370.tif,0,0,45182.5,0
Ki672,set,196987_371.tif,0,0,89755.5,0
Ki672,set,196987_372.tif,1,1035.5,90361,0.0114596
Ki672,set,196987_373.tif,2,2383,78751,0.0302599
Ki672,set,196987_374.tif,2,2827.5,118034,0.023955
Ki672,set,196987_375.tif,3,3851.5,325520,0.0118319
Ki672,set,196987_376.tif,1,1134.5,258307,0.00439206
Ki672,set,196987_377.tif,10,16561,453993,0.0364785
Ki672,set,196987_378.tif,6,7451.5,606464,0.0122868
Ki672,set,196987_379.tif,2,2303.5,394591,0.00583769
Ki672,set,196987_380.tif,2,2965.5,547958,0.00541191
Ki672,set,196987_381.tif,0,0,263612,0
Ki672,set,196987_382.tif,7,9960.5,405081,0.0245889
Ki672,set,196987_383.tif,3,3671,232537,0.0157867
Ki672,set,196987_384.tif,16,27767.5,769724,0.0360746
Ki672,set,196987_385.tif,5,8712,281214,0.0309799
Ki672,set,196987_386.tif,0,0,132788,0
Ki672,set,196987_387.tif,0,0,54408.5,0
Ki672,set,196987_388.tif,0,0,49001.5,0
Ki672,set,196987_389.tif,0,0,73701.5,0
Ki672,set,196987_390.tif,0,0,23945,0
Ki672,set,196987_391.tif,0,0,25105,0
Ki672,set,196987_392.tif,1,1041,39731,0.0262012
Ki672,set,196987_393.tif,1,1488.5,28991,0.0513435
Ki672,set,196987_394.tif,3,3615.5,175054,0.0206536
Ki672,set,196987_395.tif,0,0,33279.5,0
Ki672,set,196987_396.tif,0,0,29996.5,0
Ki672,set,196987_397.tif,1,1041,41590.5,0.0250298
Ki672,set,196987_398.tif,3,4170.5,105002,0.0397185
Ki672,set,196987_399.tif,2,2700,134786,0.0200318
Ki672,set,196987_400.tif,0,0,91287,0
Ki672,set,196987_401.tif,1,1170.5,104560,0.0111945
Ki672,set,196987_402.tif,0,0,0,0
Ki672,set,196987_403.tif,0,0,262.5,0
Ki672,set,196987_404.tif,0,0,0,0
Ki672,set,196987_405.tif,0,0,76205.5,0
Ki672,set,196987_406.tif,0,0,0,0
Ki672,set,196987_407.tif,2,2816.5,312682,0.00900755
Ki672,set,196987_408.tif,1,1176.5,90043,0.013066
Ki672,set,196987_409.tif,1,1120.5,42368.5,0.0264465
Ki672,set,196987_410.tif,0,0,37772,0
Ki672,set,196987_411.tif,0,0,34998,0
Ki672,set,196987_412.tif,0,0,17303.5,0
Ki672,set,196987_413.tif,1,1659.5,25565.5,0.0649117
Ki672,set,196987_414.tif,1,1186.5,216844,0.00547169
Ki672,set,196987_415.tif,0,0,92118,0
Ki672,set,196987_416.tif,2,2309,60804,0.0379745
Ki672,set,196987_417.tif,0,0,31472.5,0
Ki672,set,196987_419.tif,2,2173,116944,0.0185815
Ki672,set,196987_420.tif,0,0,8982.5,0
Ki672,set,196987_421.tif,0,0,13298,0
Ki672,set,196987_422.tif,2,2817,108260,0.0260208
Ki672,set,196987_423.tif,2,2562.5,133992,0.0191242
Ki672,set,196987_424.tif,10,14999.5,314375,0.0477121
Ki672,set,196987_425.tif,3,3417.5,220928,0.0154688
Ki672,set,196987_426.tif,1,1181.5,275843,0.00428323
Ki672,set,196987_427.tif,2,4314,327532,0.0131713
Ki672,set,196987_428.tif,1,2124.5,814138,0.00260951
Ki672,set,196987_429.tif,1,1079,964976,0.00111816
Ki672,set,196987_430.tif,2,2495,237569,0.0105022
Ki672,set,196987_431.tif,3,4562,251605,0.0181316
Ki672,set,196987_433.tif,4,6595,172952,0.0381319
Ki672,set,196987_434.tif,1,1249,139424,0.00895829
Ki672,set,196987_435.tif,0,0,22625,0
Ki672,set,196987_436.tif,1,1200,24326,0.0493299
Ki672,set,196987_437.tif,0,0,20245,0
Ki672,set,196987_438.tif,0,0,23970,0
Ki672,set,196987_439.tif,0,0,9671.5,0
Ki672,set,196987_440.tif,0,0,20721,0
Ki672,set,196987_441.tif,0,0,29025.5,0
Ki672,set,196987_442.tif,0,0,44005,0
Ki672,set,196987_443.tif,1,1563.5,28458.5,0.0549396
Ki672,set,196987_444.tif,0,0,25341.5,0
Ki672,set,196987_445.tif,0,0,5179,0
Ki672,set,196987_446.tif,0,0,47027.5,0
Ki672,set,196987_447.tif,0,0,18849.5,0
Ki672,set,196987_448.tif,0,0,31433.5,0
Ki672,set,196987_449.tif,0,0,92375,0
Ki672,set,196987_450.tif,5,6271,354696,0.0176799
Ki672,set,196987_451.tif,0,0,0,0
Ki672,set,196987_452.tif,0,0,41166,0
Ki672,set,196987_454.tif,0,0,41995.5,0
Ki672,set,196987_455.tif,0,0,12586,0
Ki672,set,196987_456.tif,1,1180,34225,0.0344777
Ki672,set,196987_457.tif,0,0,27194,0
Ki672,set,196987_458.tif,0,0,35237,0
Ki672,set,196987_459.tif,0,0,13767,0
Ki672,set,196987_460.tif,0,0,22182.5,0
Ki672,set,196987_461.tif,0,0,28171.5,0
Ki672,set,196987_462.tif,0,0,35910,0
Ki672,set,196987_463.tif,0,0,18478.5,0
Ki672,set,196987_464.tif,0,0,18400,0
Ki672,set,196987_465.tif,0,0,35954.5,0
Ki672,set,196987_466.tif,0,0,61023,0
Ki672,set,196987_467.tif,2,2898,57592,0.0503195
Ki672,set,196987_468.tif,0,0,45063.5,0
Ki672,set,196987_469.tif,6,8894.5,115806,0.0768055
Ki672,set,196987_470.tif,0,0,170542,0
Ki672,set,196987_471.tif,1,1175,127343,0.00922705
Ki672,set,196987_472.tif,0,0,229132,0
Ki672,set,196987_473.tif,0,0,296806,0
Ki672,set,196987_474.tif,0,0,199668,0
Ki672,set,196987_475.tif,0,0,11596.5,0
Ki672,set,196987_476.tif,3,5163.5,556278,0.00928224
Ki672,set,196987_477.tif,2,3226.5,211644,0.0152449
Ki672,set,196987_478.tif,0,0,113540,0
Ki672,set,196987_479.tif,0,0,161317,0
Ki672,set,196987_480.tif,2,2761,215390,0.0128186
Ki672,set,196987_481.tif,0,0,54527.5,0
Ki672,set,196987_482.tif,0,0,29062.5,0
Ki672,set,196987_483.tif,0,0,31309,0
Ki672,set,196987_484.tif,1,1605.5,49954,0.0321396
Ki672,set,196987_485.tif,0,0,15739.5,0
Ki672,set,196987_486.tif,2,3393.5,45559.5,0.074485
Ki672,set,196987_487.tif,3,4456.5,81601.5,0.054613
Ki672,set,196987_488.tif,2,3096.5,43178,0.0717148
Ki672,set,196987_489.tif,0,0,29130.5,0
Ki672,set,196987_490.tif,0,0,34216.5,0
Ki672,set,196987_491.tif,0,0,14022.5,0
Ki672,set,196987_492.tif,1,1079,37167.5,0.0290307
Ki672,set,196987_493.tif,0,0,10548.5,0
Ki672,set,196987_494.tif,0,0,6999,0
Ki672,set,196987_495.tif,0,0,28076.5,0
Ki672,set,196987_496.tif,0,0,84976,0
Ki672,set,196987_497.tif,0,0,0,0
Ki672,set,196987_498.tif,0,0,81623,0
Ki672,set,196987_499.tif,5,9382.5,333304,0.0281499
Ki672,set,196987_500.tif,0,0,61999.5,0
Ki672,set,196987_501.tif,1,1689,167878,0.0100609
Ki672,set,196987_502.tif,0,0,44355,0
Ki672,set,196987_503.tif,9,15386.5,489928,0.0314056
Ki672,set,196987_504.tif,1,1127.5,52892.5,0.0213168
Ki672,set,196987_505.tif,0,0,13122.5,0
Ki672,set,196987_506.tif,0,0,4684.5,0
Ki672,set,196987_507.tif,0,0,13524,0
Ki672,set,196987_508.tif,1,1072,22208.5,0.0482698
Ki672,set,196987_509.tif,0,0,39096,0
Ki672,set,196987_510.tif,0,0,18299.5,0
Ki672,set,196987_511.tif,1,1175,43368.5,0.0270934
Ki672,set,196987_512.tif,0,0,65785,0
Ki672,set,196987_513.tif,1,1265.5,107561,0.0117654
Ki672,set,196987_514.tif,0,0,47344,0
Ki672,set,196987_515.tif,0,0,27681,0
Ki672,set,196987_516.tif,6,10980.5,183675,0.0597822
Ki672,set,196987_517.tif,5,11244.5,699098,0.0160843
Ki672,set,196987_518.tif,3,4482,359303,0.0124742
Ki672,set,196987_519.tif,3,3456.5,398873,0.00866567
Ki672,set,196987_520.tif,0,0,329052,0
Ki672,set,196987_522.tif,0,0,0,0
Ki672,set,196987_523.tif,0,0,250262,0
Ki672,set,196987_524.tif,3,4518,347068,0.0130176
Ki672,set,196987_525.tif,5,7386,870792,0.00848193
Ki672,set,196987_526.tif,9,14625.5,638644,0.0229008
Ki672,set,196987_527.tif,1,1620.5,264802,0.00611967
Ki672,set,196987_528.tif,2,2647.5,153989,0.0171928
Ki672,set,196987_529.tif,0,0,36829.5,0
Ki672,set,196987_530.tif,0,0,45978,0
Ki672,set,196987_531.tif,0,0,56985,0
Ki672,set,196987_532.tif,0,0,28395.5,0
Ki672,set,196987_533.tif,2,3374.5,57858.5,0.0583233
Ki672,set,196987_534.tif,0,0,29097.5,0
