Project,Set,File,# of Cells,Total Cell Area,Tissue Area,Normalized (Cell/Tissue)
Ki672,set,197014_1647.tif,0,0,1269,0
Ki672,set,197014_1648.tif,0,0,3614.5,0
Ki672,set,197014_1649.tif,0,0,6978.5,0
Ki672,set,197014_165.tif,0,0,3794,0
Ki672,set,197014_1650.tif,0,0,9459,0
Ki672,set,197014_1651.tif,0,0,4333,0
Ki672,set,197014_1652.tif,0,0,16588.5,0
Ki672,set,197014_1653.tif,0,0,4309.5,0
Ki672,set,197014_1654.tif,0,0,4157,0
Ki672,set,197014_1655.tif,0,0,3929.5,0
Ki672,set,197014_1656.tif,0,0,3766.5,0
Ki672,set,197014_1657.tif,0,0,524,0
Ki672,set,197014_1658.tif,0,0,358.5,0
Ki672,set,197014_1659.tif,0,0,1913.5,0
Ki672,set,197014_166.tif,7,25109.5,803095,0.0312659
Ki672,set,197014_1660.tif,0,0,1446.5,0
Ki672,set,197014_1661.tif,0,0,317,0
Ki672,set,197014_1662.tif,0,0,721,0
Ki672,set,197014_1663.tif,0,0,62161.5,0
Ki672,set,197014_1664.tif,0,0,4956,0
Ki672,set,197014_1665.tif,0,0,55432,0
Ki672,set,197014_1666.tif,0,0,3627,0
Ki672,set,197014_1667.tif,0,0,10808,0
Ki672,set,197014_1668.tif,1,1546.5,42668,0.036245
Ki672,set,197014_1669.tif,8,19926.5,336808,0.0591629
Ki672,set,197014_167.tif,0,0,7361,0
Ki672,set,197014_1670.tif,0,0,29353.5,0
Ki672,set,197014_1671.tif,0,0,31714,0
Ki672,set,197014_1672.tif,0,0,0,0
Ki672,set,197014_1673.tif,0,0,0,0
Ki672,set,197014_1674.tif,0,0,5151,0
Ki672,set,197014_1675.tif,0,0,23705,0
Ki672,set,197014_1676.tif,0,0,42908.5,0
Ki672,set,197014_1677.tif,0,0,30787,0
Ki672,set,197014_1678.tif,0,0,6240,0
Ki672,set,197014_1679.tif,0,0,21,0
Ki672,set,197014_168.tif,0,0,9644.5,0
Ki672,set,197014_1680.tif,0,0,679,0
Ki672,set,197014_1681.tif,2,3301.5,26649,0.123888
Ki672,set,197014_1682.tif,0,0,3031.5,0
Ki672,set,197014_1683.tif,0,0,539201,0
Ki672,set,197014_1684.tif,0,0,1365.5,0
Ki672,set,197014_1685.tif,0,0,999,0
Ki672,set,197014_1686.tif,0,0,2174,0
Ki672,set,197014_1687.tif,8,18109,271706,0.0666491
Ki672,set,197014_1688.tif,0,0,874.5,0
Ki672,set,197014_1689.tif,0,0,64.5,0
Ki672,set,197014_169.tif,0,0,2893,0
Ki672,set,197014_1690.tif,0,0,290,0
Ki672,set,197014_1691.tif,0,0,583,0
Ki672,set,197014_1692.tif,0,0,38.5,0
Ki672,set,197014_1693.tif,0,0,1073.5,0
Ki672,set,197014_1694.tif,0,0,1177.5,0
Ki672,set,197014_1695.tif,0,0,6658,0
Ki672,set,197014_1696.tif,0,0,3119,0
Ki672,set,197014_1697.tif,0,0,2905,0
Ki672,set,197014_1698.tif,0,0,188,0
Ki672,set,197014_1699.tif,0,0,1889.5,0
Ki672,set,197014_170.tif,0,0,39712,0
Ki672,set,197014_1700.tif,0,0,1396.5,0
Ki672,set,197014_1701.tif,4,6436,1026840,0.00626778
Ki672,set,197014_1702.tif,0,0,4986,0
Ki672,set,197014_1703.tif,0,0,4935.5,0
Ki672,set,197014_1704.tif,0,0,3545,0
Ki672,set,197014_1705.tif,2,2351.5,1011400,0.002325
Ki672,set,197014_1706.tif,0,0,62185.5,0
Ki672,set,197014_1707.tif,0,0,6491.5,0
Ki672,set,197014_1708.tif,0,0,29823.5,0
Ki672,set,197014_1709.tif,0,0,19894.5,0
Ki672,set,197014_171.tif,0,0,84169.5,0
Ki672,set,197014_1710.tif,0,0,16300,0
Ki672,set,197014_1711.tif,0,0,39852.5,0
Ki672,set,197014_1712.tif,0,0,3840,0
Ki672,set,197014_1713.tif,0,0,6530,0
Ki672,set,197014_1714.tif,0,0,3085,0
Ki672,set,197014_1715.tif,3,9006.5,225316,0.0399727
Ki672,set,197014_1716.tif,0,0,9794,0
Ki672,set,197014_1717.tif,0,0,1709.5,0
Ki672,set,197014_1718.tif,0,0,13144.5,0
Ki672,set,197014_1719.tif,1,1365,69183,0.0197303
Ki672,set,197014_172.tif,0,0,151255,0
Ki672,set,197014_1720.tif,0,0,8723.5,0
Ki672,set,197014_1721.tif,0,0,57798,0
Ki672,set,197014_1722.tif,0,0,71057.5,0
Ki672,set,197014_1723.tif,0,0,19,0
Ki672,set,197014_1724.tif,0,0,1793,0
Ki672,set,197014_1725.tif,0,0,0,0
Ki672,set,197014_1726.tif,0,0,0,0
Ki672,set,197014_1727.tif,0,0,31843,0
Ki672,set,197014_1728.tif,0,0,24.5,0
Ki672,set,197014_1729.tif,0,0,79166.5,0
Ki672,set,197014_173.tif,0,0,36336,0
Ki672,set,197014_1730.tif,0,0,153023,0
Ki672,set,197014_1731.tif,1,1371.5,17797.5,0.0770614
Ki672,set,197014_1732.tif,0,0,4076,0
Ki672,set,197014_1733.tif,0,0,5085.5,0
Ki672,set,197014_1734.tif,0,0,43677.5,0
Ki672,set,197014_1735.tif,0,0,19804.5,0
Ki672,set,197014_1736.tif,0,0,7230.5,0
Ki672,set,197014_1737.tif,0,0,10065.5,0
Ki672,set,197014_1738.tif,0,0,8869.5,0
Ki672,set,197014_1739.tif,0,0,8282,0
Ki672,set,197014_174.tif,0,0,32824.5,0
Ki672,set,197014_1740.tif,0,0,6304.5,0
Ki672,set,197014_1741.tif,0,0,10264,0
Ki672,set,197014_1742.tif,0,0,5250,0
Ki672,set,197014_1743.tif,0,0,8227,0
Ki672,set,197014_1744.tif,0,0,13689,0
Ki672,set,197014_1745.tif,1,1294.5,16722.5,0.0774107
Ki672,set,197014_1746.tif,0,0,3092,0
Ki672,set,197014_1747.tif,0,0,1183,0
Ki672,set,197014_1748.tif,4,17035,255404,0.0666981
Ki672,set,197014_1749.tif,0,0,186106,0
Ki672,set,197014_175.tif,0,0,67020.5,0
Ki672,set,197014_1750.tif,0,0,87330,0
Ki672,set,197014_1751.tif,0,0,3703.5,0
Ki672,set,197014_1752.tif,0,0,1022.5,0
Ki672,set,197014_1753.tif,3,9066,441016,0.0205571
Ki672,set,197014_1754.tif,0,0,657,0
Ki672,set,197014_1755.tif,0,0,0,0
Ki672,set,197014_1756.tif,0,0,6087.5,0
Ki672,set,197014_1757.tif,0,0,916,0
Ki672,set,197014_1758.tif,0,0,1039.5,0
Ki672,set,197014_1759.tif,0,0,137146,0
Ki672,set,197014_176.tif,0,0,71043,0
Ki672,set,197014_1760.tif,0,0,3241,0
Ki672,set,197014_1761.tif,0,0,3801.5,0
Ki672,set,197014_1762.tif,0,0,129,0
Ki672,set,197014_1763.tif,4,6385,90518,0.0705385
Ki672,set,197014_1764.tif,0,0,3102.5,0
Ki672,set,197014_1765.tif,0,0,7188.5,0
Ki672,set,197014_1766.tif,0,0,11146.5,0
Ki672,set,197014_1767.tif,0,0,13298,0
Ki672,set,197014_1768.tif,1,1607,60479.5,0.026571
Ki672,set,197014_1769.tif,0,0,25853.5,0
Ki672,set,197014_177.tif,1,1571,125946,0.0124736
Ki672,set,197014_1770.tif,0,0,89272.5,0
Ki672,set,197014_1771.tif,0,0,109168,0
Ki672,set,197014_1772.tif,0,0,87855.5,0
Ki672,set,197014_1773.tif,0,0,0,0
Ki672,set,197014_1774.tif,0,0,0,0
Ki672,set,197014_1775.tif,0,0,348,0
Ki672,set,197014_1776.tif,0,0,31357.5,0
Ki672,set,197014_1777.tif,0,0,36707,0
Ki672,set,197014_1778.tif,0,0,30444,0
Ki672,set,197014_1779.tif,0,0,38580.5,0
Ki672,set,197014_178.tif,0,0,20980,0
Ki672,set,197014_1780.tif,0,0,11530.5,0
Ki672,set,197014_1781.tif,0,0,17158.5,0
Ki672,set,197014_1782.tif,0,0,4727,0
Ki672,set,197014_1783.tif,0,0,2238.5,0
Ki672,set,197014_1784.tif,0,0,1068.5,0
Ki672,set,197014_1785.tif,0,0,1721,0
Ki672,set,197014_1786.tif,0,0,3948.5,0
Ki672,set,197014_1787.tif,0,0,6887,0
Ki672,set,197014_1788.tif,0,0,8595,0
Ki672,set,197014_1789.tif,0,0,642.5,0
Ki672,set,197014_179.tif,0,0,52672.5,0
Ki672,set,197014_1790.tif,0,0,96172.5,0
Ki672,set,197014_1791.tif,0,0,13290.5,0
Ki672,set,197014_1792.tif,0,0,6328,0
Ki672,set,197014_1793.tif,0,0,83038.5,0
Ki672,set,197014_1794.tif,7,13332.5,454539,0.0293319
Ki672,set,197014_1795.tif,0,0,4549,0
Ki672,set,197014_1796.tif,0,0,8573,0
Ki672,set,197014_1797.tif,0,0,7734,0
Ki672,set,197014_1798.tif,0,0,27.5,0
Ki672,set,197014_1799.tif,0,0,55419,0
Ki672,set,197014_180.tif,0,0,17672.5,0
Ki672,set,197014_1800.tif,0,0,5835.5,0
Ki672,set,197014_1801.tif,0,0,15841.5,0
Ki672,set,197014_1802.tif,0,0,11868,0
Ki672,set,197014_1803.tif,0,0,2529.5,0
Ki672,set,197014_1804.tif,0,0,2442.5,0
Ki672,set,197014_1805.tif,0,0,10277,0
Ki672,set,197014_1806.tif,0,0,93470.5,0
Ki672,set,197014_1807.tif,1,1055.5,38512.5,0.0274067
Ki672,set,197014_1808.tif,0,0,3603.5,0
Ki672,set,197014_1809.tif,0,0,8057.5,0
Ki672,set,197014_181.tif,1,2156.5,58245,0.0370246
Ki672,set,197014_1810.tif,0,0,78191.5,0
Ki672,set,197014_1811.tif,0,0,46635.5,0
Ki672,set,197014_1812.tif,0,0,32578.5,0
Ki672,set,197014_1813.tif,0,0,84305.5,0
Ki672,set,197014_1814.tif,0,0,67860,0
Ki672,set,197014_1815.tif,0,0,20145,0
Ki672,set,197014_1816.tif,0,0,6160,0
Ki672,set,197014_1817.tif,0,0,540,0
Ki672,set,197014_1818.tif,0,0,225.5,0
Ki672,set,197014_1819.tif,0,0,385,0
Ki672,set,197014_182.tif,1,1091.5,61693,0.0176924
Ki672,set,197014_1820.tif,0,0,1028,0
Ki672,set,197014_1821.tif,0,0,4672,0
Ki672,set,197014_1822.tif,0,0,582.5,0
Ki672,set,197014_1823.tif,0,0,1098,0
Ki672,set,197014_1824.tif,0,0,89.5,0
Ki672,set,197014_1825.tif,1,1338,41339.5,0.0323661
Ki672,set,197014_1827.tif,2,3589.5,54884,0.0654016
Ki672,set,197014_1828.tif,0,0,35541,0
Ki672,set,197014_1829.tif,0,0,882.5,0
Ki672,set,197014_183.tif,0,0,57442,0
Ki672,set,197014_1830.tif,0,0,33620.5,0
Ki672,set,197014_1831.tif,0,0,6782.5,0
Ki672,set,197014_1832.tif,0,0,5510.5,0
Ki672,set,197014_1833.tif,0,0,16715,0
Ki672,set,197014_1834.tif,0,0,226520,0
Ki672,set,197014_1835.tif,0,0,12201.5,0
Ki672,set,197014_1836.tif,0,0,5413,0
Ki672,set,197014_1837.tif,0,0,13102,0
Ki672,set,197014_1839.tif,0,0,7321.5,0
Ki672,set,197014_184.tif,0,0,23971,0
Ki672,set,197014_1840.tif,0,0,4764.5,0
Ki672,set,197014_1841.tif,0,0,6492.5,0
Ki672,set,197014_1842.tif,0,0,21308.5,0
Ki672,set,197014_1843.tif,0,0,10188,0
Ki672,set,197014_1844.tif,0,0,11059,0
Ki672,set,197014_1845.tif,0,0,6397,0
Ki672,set,197014_1846.tif,0,0,4126,0
Ki672,set,197014_1847.tif,0,0,38455.5,0
Ki672,set,197014_1849.tif,0,0,12433.5,0
Ki672,set,197014_185.tif,0,0,65947,0
Ki672,set,197014_1850.tif,0,0,3998,0
Ki672,set,197014_1851.tif,0,0,14023.5,0
Ki672,set,197014_1852.tif,0,0,3619,0
Ki672,set,197014_1853.tif,0,0,29110.5,0
Ki672,set,197014_1854.tif,0,0,713,0
Ki672,set,197014_1855.tif,0,0,7717.5,0
Ki672,set,197014_1856.tif,0,0,3244.5,0
Ki672,set,197014_1857.tif,0,0,12637.5,0
Ki672,set,197014_1858.tif,1,1392.5,83846,0.0166078
Ki672,set,197014_1859.tif,1,1057.5,115026,0.00919357
Ki672,set,197014_186.tif,0,0,132980,0
Ki672,set,197014_1860.tif,0,0,0,0
Ki672,set,197014_1861.tif,0,0,0,0
Ki672,set,197014_1862.tif,0,0,0,0
Ki672,set,197014_1863.tif,0,0,0,0
Ki672,set,197014_1864.tif,0,0,924,0
Ki672,set,197014_1865.tif,0,0,1786.5,0
Ki672,set,197014_1866.tif,2,3225,175100,0.0184181
Ki672,set,197014_1867.tif,0,0,54070.5,0
Ki672,set,197014_1868.tif,0,0,40971,0
Ki672,set,197014_1869.tif,0,0,2818.5,0
Ki672,set,197014_187.tif,1,1261,102982,0.0122449
Ki672,set,197014_1870.tif,2,3047.5,56480,0.0539572
Ki672,set,197014_1871.tif,0,0,4375.5,0
Ki672,set,197014_1872.tif,0,0,9312.5,0
Ki672,set,197014_1873.tif,2,3508,85552.5,0.0410041
Ki672,set,197014_1874.tif,0,0,6265,0
Ki672,set,197014_1875.tif,0,0,8270.5,0
Ki672,set,197014_1876.tif,0,0,22036.5,0
Ki672,set,197014_1877.tif,0,0,4662.5,0
Ki672,set,197014_1878.tif,0,0,9796,0
Ki672,set,197014_1879.tif,0,0,14390.5,0
Ki672,set,197014_188.tif,0,0,74901,0
Ki672,set,197014_1880.tif,5,7944.5,373259,0.0212841
Ki672,set,197014_1881.tif,0,0,16250.5,0
Ki672,set,197014_1882.tif,1,1363.5,134514,0.0101365
Ki672,set,197014_1883.tif,0,0,10353,0
Ki672,set,197014_1884.tif,0,0,280364,0
Ki672,set,197014_1885.tif,0,0,8805.5,0
Ki672,set,197014_1886.tif,0,0,65096.5,0
Ki672,set,197014_1887.tif,0,0,7550.5,0
Ki672,set,197014_1888.tif,0,0,25737.5,0
Ki672,set,197014_1889.tif,0,0,49461.5,0
Ki672,set,197014_189.tif,0,0,88783,0
Ki672,set,197014_1890.tif,0,0,301,0
Ki672,set,197014_1891.tif,0,0,71431.5,0
Ki672,set,197014_1892.tif,0,0,26288,0
Ki672,set,197014_1893.tif,0,0,16.5,0
Ki672,set,197014_1894.tif,0,0,368,0
Ki672,set,197014_1895.tif,0,0,92.5,0
Ki672,set,197014_1897.tif,0,0,1896,0
Ki672,set,197014_1898.tif,0,0,475,0
Ki672,set,197014_1899.tif,0,0,0,0
Ki672,set,197014_190.tif,2,2660,106259,0.0250332
Ki672,set,197014_1900.tif,0,0,818,0
Ki672,set,197014_1901.tif,0,0,604.5,0
Ki672,set,197014_1902.tif,0,0,11,0
Ki672,set,197014_1903.tif,0,0,10593,0
Ki672,set,197014_1904.tif,0,0,15698,0
Ki672,set,197014_1905.tif,0,0,6790,0
Ki672,set,197014_1906.tif,0,0,35895,0
Ki672,set,197014_1907.tif,0,0,26027,0
Ki672,set,197014_1908.tif,0,0,3985.5,0
Ki672,set,197014_1909.tif,0,0,3070,0
Ki672,set,197014_191.tif,0,0,118523,0
Ki672,set,197014_1910.tif,0,0,21694,0
Ki672,set,197014_1911.tif,0,0,9579,0
Ki672,set,197014_1912.tif,0,0,35247,0
Ki672,set,197014_1913.tif,0,0,6595,0
Ki672,set,197014_1915.tif,0,0,11357,0
Ki672,set,197014_1916.tif,0,0,24999,0
Ki672,set,197014_1917.tif,0,0,32478.5,0
Ki672,set,197014_1918.tif,0,0,22448,0
Ki672,set,197014_1919.tif,0,0,56153.5,0
Ki672,set,197014_192.tif,0,0,12360,0
Ki672,set,197014_1920.tif,0,0,3429.5,0
Ki672,set,197014_1921.tif,3,5165,118994,0.0434056
Ki672,set,197014_1922.tif,0,0,15908,0
Ki672,set,197014_1923.tif,2,4465.5,86480.5,0.0516359
Ki672,set,197014_1924.tif,3,7227,111530,0.064799
Ki672,set,197014_1925.tif,0,0,51834.5,0
Ki672,set,197014_1926.tif,0,0,32273.5,0
Ki672,set,197014_1927.tif,0,0,36103.5,0
Ki672,set,197014_1928.tif,0,0,21000.5,0
Ki672,set,197014_1929.tif,0,0,103.5,0
Ki672,set,197014_193.tif,0,0,20276.5,0
Ki672,set,197014_1930.tif,0,0,35963.5,0
Ki672,set,197014_1931.tif,0,0,158.5,0
Ki672,set,197014_1932.tif,0,0,690,0
Ki672,set,197014_1933.tif,0,0,1352.5,0
Ki672,set,197014_194.tif,0,0,5575,0
Ki672,set,197014_195.tif,0,0,10428.5,0
Ki672,set,197014_196.tif,0,0,4681.5,0
Ki672,set,197014_197.tif,0,0,57913.5,0
Ki672,set,197014_198.tif,1,1402.5,106572,0.0131601
Ki672,set,197014_199.tif,1,1142.5,175692,0.00650284
Ki672,set,197014_200.tif,3,3918,172646,0.0226938
Ki672,set,197014_201.tif,0,0,71189,0
Ki672,set,197014_202.tif,0,0,28586,0
Ki672,set,197014_203.tif,0,0,37553.5,0
Ki672,set,197014_204.tif,0,0,56155.5,0
Ki672,set,197014_205.tif,1,1044,66800.5,0.0156286
Ki672,set,197014_206.tif,0,0,122543,0
Ki672,set,197014_207.tif,0,0,54499.5,0
Ki672,set,197014_208.tif,2,2780.5,51175.5,0.0543326
Ki672,set,197014_209.tif,1,1310.5,43354.5,0.0302275
Ki672,set,197014_210.tif,1,1082,110218,0.00981691
Ki672,set,197014_211.tif,0,0,42735,0
Ki672,set,197014_212.tif,0,0,77723,0
Ki672,set,197014_213.tif,2,2210.5,283975,0.00778414
Ki672,set,197014_214.tif,1,1598,66621,0.0239864
Ki672,set,197014_215.tif,0,0,39163.5,0
Ki672,set,197014_216.tif,0,0,52690,0
Ki672,set,197014_217.tif,1,1047.5,48615,0.0215468
Ki672,set,197014_218.tif,0,0,16215,0
Ki672,set,197014_219.tif,0,0,222532,0
Ki672,set,197014_220.tif,0,0,45201,0
Ki672,set,197014_221.tif,0,0,635.5,0
Ki672,set,197014_222.tif,0,0,10149,0
Ki672,set,197014_223.tif,0,0,4157,0
Ki672,set,197014_224.tif,0,0,518,0
Ki672,set,197014_225.tif,0,0,12338.5,0
Ki672,set,197014_226.tif,0,0,30.5,0
Ki672,set,197014_227.tif,0,0,1995,0
Ki672,set,197014_228.tif,0,0,2706,0
Ki672,set,197014_229.tif,9,31331.5,625535,0.0500875
Ki672,set,197014_230.tif,1,2151.5,229833,0.00936115
Ki672,set,197014_231.tif,0,0,1520,0
Ki672,set,197014_232.tif,0,0,102415,0
Ki672,set,197014_233.tif,0,0,1166.5,0
Ki672,set,197014_234.tif,0,0,894.5,0
Ki672,set,197014_235.tif,0,0,3,0
Ki672,set,197014_236.tif,0,0,0,0
Ki672,set,197014_237.tif,0,0,747.5,0
Ki672,set,197014_238.tif,0,0,0,0
Ki672,set,197014_239.tif,0,0,2570,0
Ki672,set,197014_240.tif,0,0,3557.5,0
Ki672,set,197014_241.tif,0,0,47860,0
Ki672,set,197014_242.tif,0,0,71622,0
Ki672,set,197014_243.tif,1,1356.5,41509.5,0.0326793
Ki672,set,197014_244.tif,0,0,3379,0
Ki672,set,197014_245.tif,0,0,4562.5,0
Ki672,set,197014_246.tif,0,0,9139,0
Ki672,set,197014_247.tif,0,0,795.5,0
Ki672,set,197014_248.tif,0,0,47519.5,0
Ki672,set,197014_249.tif,0,0,13685.5,0
Ki672,set,197014_250.tif,0,0,5269.5,0
Ki672,set,197014_251.tif,0,0,11027.5,0
Ki672,set,197014_252.tif,0,0,404860,0
Ki672,set,197014_253.tif,0,0,11864,0
Ki672,set,197014_254.tif,0,0,43130,0
Ki672,set,197014_255.tif,1,1262,49220,0.02564
Ki672,set,197014_256.tif,1,1081,37134,0.0291108
Ki672,set,197014_257.tif,3,4304,55414,0.0776699
Ki672,set,197014_258.tif,1,1024,63147.5,0.016216
Ki672,set,197014_259.tif,2,2777,155300,0.0178815
Ki672,set,197014_260.tif,0,0,317097,0
Ki672,set,197014_261.tif,1,1220,26245.5,0.0464842
Ki672,set,197014_262.tif,0,0,53908,0
Ki672,set,197014_263.tif,0,0,36630.5,0
Ki672,set,197014_264.tif,1,1238.5,37324.5,0.033182
Ki672,set,197014_265.tif,2,2658.5,83429.5,0.0318652
Ki672,set,197014_266.tif,0,0,31333.5,0
Ki672,set,197014_267.tif,0,0,36227.5,0
Ki672,set,197014_268.tif,0,0,59571.5,0
Ki672,set,197014_269.tif,0,0,68637.5,0
Ki672,set,197014_270.tif,0,0,15101,0
Ki672,set,197014_271.tif,0,0,18781,0
Ki672,set,197014_272.tif,2,2335,150830,0.015481
Ki672,set,197014_273.tif,1,1398,94532.5,0.0147886
Ki672,set,197014_274.tif,10,13436,208476,0.0644485
Ki672,set,197014_275.tif,2,2459.5,108726,0.022621
Ki672,set,197014_276.tif,0,0,14526.5,0
Ki672,set,197014_277.tif,0,0,448.5,0
Ki672,set,197014_278.tif,0,0,36541.5,0
Ki672,set,197014_279.tif,0,0,4883,0
Ki672,set,197014_280.tif,0,0,1953.5,0
Ki672,set,197014_281.tif,0,0,46349,0
Ki672,set,197014_282.tif,0,0,66094.5,0
Ki672,set,197014_283.tif,0,0,65861,0
Ki672,set,197014_284.tif,0,0,81144.5,0
Ki672,set,197014_285.tif,0,0,87111.5,0
Ki672,set,197014_286.tif,3,3928.5,139164,0.0282292
Ki672,set,197014_287.tif,0,0,133570,0
Ki672,set,197014_288.tif,0,0,59757,0
Ki672,set,197014_289.tif,1,1056,8475.5,0.124594
Ki672,set,197014_290.tif,0,0,23350.5,0
Ki672,set,197014_291.tif,0,0,63526.5,0
Ki672,set,197014_292.tif,0,0,37253,0
Ki672,set,197014_293.tif,0,0,39557,0
Ki672,set,197014_294.tif,0,0,27374,0
Ki672,set,197014_295.tif,0,0,51765.5,0
Ki672,set,197014_296.tif,0,0,142935,0
Ki672,set,197014_297.tif,0,0,100868,0
Ki672,set,197014_298.tif,0,0,344036,0
Ki672,set,197014_299.tif,0,0,54064.5,0
Ki672,set,197014_300.tif,0,0,226868,0
Ki672,set,197014_301.tif,0,0,43006.5,0
Ki672,set,197014_302.tif,0,0,22129.5,0
Ki672,set,197014_303.tif,0,0,48782,0
Ki672,set,197014_304.tif,0,0,39476.5,0
Ki672,set,197014_305.tif,1,1286.5,66211.5,0.0194302
Ki672,set,197014_306.tif,0,0,59204,0
Ki672,set,197014_307.tif,0,0,31887,0
Ki672,set,197014_308.tif,0,0,10363,0
Ki672,set,197014_309.tif,0,0,212442,0
Ki672,set,197014_310.tif,0,0,12263,0
Ki672,set,197014_311.tif,0,0,1811.5,0
Ki672,set,197014_312.tif,0,0,124062,0
Ki672,set,197014_313.tif,0,0,12883.5,0
Ki672,set,197014_314.tif,0,0,3416,0
Ki672,set,197014_315.tif,0,0,215.5,0
Ki672,set,197014_316.tif,0,0,1116,0
Ki672,set,197014_317.tif,0,0,3442.5,0
Ki672,set,197014_318.tif,0,0,4571.5,0
Ki672,set,197014_319.tif,0,0,438,0
Ki672,set,197014_320.tif,0,0,23656,0
Ki672,set,197014_321.tif,3,10393.5,231150,0.0449644
Ki672,set,197014_322.tif,0,0,733,0
Ki672,set,197014_323.tif,0,0,0,0
Ki672,set,197014_324.tif,1,2979.5,116360,0.0256059
Ki672,set,197014_325.tif,0,0,93,0
Ki672,set,197014_326.tif,0,0,0,0
Ki672,set,197014_327.tif,0,0,5,0
Ki672,set,197014_328.tif,0,0,0,0
Ki672,set,197014_329.tif,0,0,1188.5,0
Ki672,set,197014_330.tif,0,0,158.5,0
Ki672,set,197014_331.tif,0,0,473,0
Ki672,set,197014_332.tif,0,0,85878.5,0
Ki672,set,197014_333.tif,0,0,2291.5,0
Ki672,set,197014_334.tif,0,0,869,0
Ki672,set,197014_335.tif,0,0,5910,0
Ki672,set,197014_336.tif,0,0,85309.5,0
Ki672,set,197014_337.tif,1,3037.5,211672,0.01435
Ki672,set,197014_338.tif,0,0,9537.5,0
Ki672,set,197014_339.tif,0,0,162.5,0
Ki672,set,197014_340.tif,0,0,557.5,0
Ki672,set,197014_341.tif,0,0,3539,0
Ki672,set,197014_342.tif,0,0,817.5,0
Ki672,set,197014_343.tif,0,0,1007,0
Ki672,set,197014_344.tif,0,0,6300,0
Ki672,set,197014_345.tif,0,0,18646.5,0
Ki672,set,197014_346.tif,0,0,28408.5,0
Ki672,set,197014_347.tif,0,0,372817,0
Ki672,set,197014_348.tif,0,0,319556,0
Ki672,set,197014_349.tif,0,0,55918.5,0
Ki672,set,197014_350.tif,0,0,6905.5,0
Ki672,set,197014_351.tif,0,0,85333,0
Ki672,set,197014_352.tif,0,0,7194,0
Ki672,set,197014_353.tif,0,0,6312,0
Ki672,set,197014_354.tif,0,0,19661.5,0
Ki672,set,197014_355.tif,0,0,38431,0
Ki672,set,197014_356.tif,2,3645,86158.5,0.0423057
Ki672,set,197014_357.tif,2,2801.5,70269.5,0.0398679
Ki672,set,197014_358.tif,2,3606.5,56219,0.0641509
Ki672,set,197014_359.tif,1,1346,37620.5,0.0357784
Ki672,set,197014_360.tif,1,1781,83675,0.0212847
Ki672,set,197014_361.tif,0,0,26544,0
Ki672,set,197014_362.tif,1,1456,40360,0.0360753
Ki672,set,197014_363.tif,1,2009.5,67123,0.0299376
Ki672,set,197014_364.tif,1,1153,105634,0.010915
Ki672,set,197014_365.tif,0,0,79702,0
Ki672,set,197014_366.tif,1,1332.5,163268,0.00816145
Ki672,set,197014_367.tif,0,0,102592,0
Ki672,set,197014_368.tif,0,0,34466.5,0
Ki672,set,197014_369.tif,0,0,71125.5,0
Ki672,set,197014_370.tif,0,0,45166.5,0
Ki672,set,197014_371.tif,1,1194.5,19696,0.0606468
Ki672,set,197014_372.tif,0,0,18610.5,0
Ki672,set,197014_373.tif,1,1429.5,52842.5,0.0270521
Ki672,set,197014_374.tif,1,1341.5,42882,0.0312835
Ki672,set,197014_375.tif,1,1076.5,115617,0.00931091
Ki672,set,197014_376.tif,2,2240,107052,0.0209243
Ki672,set,197014_377.tif,1,1075.5,102111,0.0105327
Ki672,set,197014_379.tif,0,0,4457.5,0
Ki672,set,197014_380.tif,0,0,20696.5,0
Ki672,set,197014_381.tif,0,0,28956,0
Ki672,set,197014_382.tif,0,0,24029,0
Ki672,set,197014_383.tif,0,0,24907,0
Ki672,set,197014_384.tif,0,0,282082,0
Ki672,set,197014_386.tif,0,0,135499,0
Ki672,set,197014_387.tif,0,0,61772.5,0
Ki672,set,197014_388.tif,1,1441,155149,0.00928785
Ki672,set,197014_389.tif,1,1547.5,71928.5,0.0215144
Ki672,set,197014_390.tif,1,1088,70170.5,0.0155051
Ki672,set,197014_391.tif,1,1006,66129.5,0.0152126
Ki672,set,197014_392.tif,0,0,40968.5,0
Ki672,set,197014_393.tif,1,1179.5,41631.5,0.0283319
Ki672,set,197014_394.tif,0,0,21644,0
Ki672,set,197014_395.tif,0,0,73207,0
Ki672,set,197014_396.tif,0,0,88260.5,0
Ki672,set,197014_397.tif,0,0,70841.5,0
Ki672,set,197014_398.tif,3,3528.5,117312,0.030078
Ki672,set,197014_399.tif,1,1093,99245.5,0.0110131
Ki672,set,197014_400.tif,1,1040.5,65546.5,0.0158742
Ki672,set,197014_401.tif,0,0,45023,0
Ki672,set,197014_402.tif,2,2046,38381,0.0533076
Ki672,set,197014_403.tif,0,0,9815,0
Ki672,set,197014_404.tif,1,1426,84821.5,0.0168118
Ki672,set,197014_405.tif,1,1054,108875,0.00968083
Ki672,set,197014_406.tif,0,0,75307.5,0
Ki672,set,197014_407.tif,0,0,84970,0
Ki672,set,197014_408.tif,1,1316,100134,0.0131425
Ki672,set,197014_409.tif,0,0,104914,0
Ki672,set,197014_410.tif,0,0,76597,0
Ki672,set,197014_411.tif,0,0,11383.5,0
Ki672,set,197014_412.tif,0,0,29537.5,0
Ki672,set,197014_413.tif,0,0,63911,0
Ki672,set,197014_414.tif,0,0,512998,0
